"UF";"IBGE";"Município";"Ausência de Casos";"NUM_2025";"DEN_2025";"RES_2025";"RES";"METAS"
"RO";110130;"Mirante da Serra";"X";0;0;;;"NÃO ALCANÇOU"
"RO";110140;"Monte Negro";;1;1;100;100;"ALCANÇOU"
"RO";110143;"Nova União";;1;1;100;100;"ALCANÇOU"
"RO";110145;"Parecis";"X";0;0;;;"NÃO ALCANÇOU"
"RO";110146;"Pimenteiras do Oeste";;1;1;100;100;"ALCANÇOU"
"RO";110147;"Primavera de Rondônia";"X";0;0;;;"NÃO ALCANÇOU"
"RO";110148;"São Felipe D'Oeste";"X";0;0;;;"NÃO ALCANÇOU"
"RO";110149;"São Francisco do Guaporé";"X";0;0;;;"NÃO ALCANÇOU"
"RO";110150;"Seringueiras";"X";0;0;;;"NÃO ALCANÇOU"
"RO";110155;"Teixeirópolis";"X";0;0;;;"NÃO ALCANÇOU"
"RO";110160;"Theobroma";"X";0;0;;;"NÃO ALCANÇOU"
"RO";110170;"Urupá";"X";0;0;;;"NÃO ALCANÇOU"
"RO";110175;"Vale do Anari";"X";0;0;;;"NÃO ALCANÇOU"
"RO";110180;"Vale do Paraíso";"X";0;0;;;"NÃO ALCANÇOU"
"AC";120001;"Acrelândia";;6;7;85,7142857142857;85,7;"ALCANÇOU"
"AC";120005;"Assis Brasil";;2;2;100;100;"ALCANÇOU"
"AC";120010;"Brasiléia";;10;10;100;100;"ALCANÇOU"
"AC";120013;"Bujari";"X";0;0;;;"NÃO ALCANÇOU"
"AC";120017;"Capixaba";"X";0;0;;;"NÃO ALCANÇOU"
"AC";120020;"Cruzeiro do Sul";;8;8;100;100;"ALCANÇOU"
"AC";120025;"Epitaciolândia";;4;4;100;100;"ALCANÇOU"
"AC";120030;"Feijó";;1;1;100;100;"ALCANÇOU"
"AC";120032;"Jordão";"X";0;0;;;"NÃO ALCANÇOU"
"AC";120033;"Mâncio Lima";;1;1;100;100;"ALCANÇOU"
"AC";120034;"Manoel Urbano";;1;1;100;100;"ALCANÇOU"
"AC";120035;"Marechal Thaumaturgo";"X";0;0;;;"NÃO ALCANÇOU"
"AC";120038;"Plácido de Castro";;1;1;100;100;"ALCANÇOU"
"AC";120039;"Porto Walter";"X";0;0;;;"NÃO ALCANÇOU"
"AC";120040;"Rio Branco";;14;14;100;100;"ALCANÇOU"
"AC";120042;"Rodrigues Alves";"X";0;0;;;"NÃO ALCANÇOU"
"AC";120043;"Santa Rosa do Purus";"X";0;0;;;"NÃO ALCANÇOU"
"AC";120045;"Senador Guiomard";"X";0;0;;;"NÃO ALCANÇOU"
"AC";120050;"Sena Madureira";;3;3;100;100;"ALCANÇOU"
"AC";120060;"Tarauacá";;1;1;100;100;"ALCANÇOU"
"AC";120070;"Xapuri";"X";0;0;;;"NÃO ALCANÇOU"
"AC";120080;"Porto Acre";;3;3;100;100;"ALCANÇOU"
"AM";130002;"Alvarães";;2;2;100;100;"ALCANÇOU"
"AM";130006;"Amaturá";"X";0;0;;;"NÃO ALCANÇOU"
"AM";130008;"Anamã";"X";0;0;;;"NÃO ALCANÇOU"
"AM";130010;"Anori";"X";0;0;;;"NÃO ALCANÇOU"
"AM";130014;"Apuí";;1;1;100;100;"ALCANÇOU"
"AM";130020;"Atalaia do Norte";;1;1;100;100;"ALCANÇOU"
"AM";130030;"Autazes";;1;1;100;100;"ALCANÇOU"
"AM";130040;"Barcelos";;2;4;50;50;"NÃO ALCANÇOU"
"AM";130050;"Barreirinha";"X";0;0;;;"NÃO ALCANÇOU"
"AM";130060;"Benjamin Constant";;2;2;100;100;"ALCANÇOU"
"AM";130063;"Beruri";"X";0;0;;;"NÃO ALCANÇOU"
"AM";130068;"Boa Vista do Ramos";"X";0;0;;;"NÃO ALCANÇOU"
"AM";130070;"Boca do Acre";;1;2;50;50;"NÃO ALCANÇOU"
"AM";130080;"Borba";"X";0;0;;;"NÃO ALCANÇOU"
"AM";130083;"Caapiranga";;2;2;100;100;"ALCANÇOU"
"AM";130090;"Canutama";"X";0;0;;;"NÃO ALCANÇOU"
"AM";130100;"Carauari";;3;4;75;75;"NÃO ALCANÇOU"
"AM";130110;"Careiro";;1;1;100;100;"ALCANÇOU"
"AM";130115;"Careiro da Várzea";;1;1;100;100;"ALCANÇOU"
"AM";130120;"Coari";;1;1;100;100;"ALCANÇOU"
"AM";130130;"Codajás";;1;1;100;100;"ALCANÇOU"
"AM";130140;"Eirunepé";;2;2;100;100;"ALCANÇOU"
"AM";130150;"Envira";;1;1;100;100;"ALCANÇOU"
"AM";130160;"Fonte Boa";"X";0;0;;;"NÃO ALCANÇOU"
"AM";130165;"Guajará";"X";0;0;;;"NÃO ALCANÇOU"
"AM";130170;"Humaitá";;4;4;100;100;"ALCANÇOU"
"AM";130180;"Ipixuna";;1;1;100;100;"ALCANÇOU"
"AM";130185;"Iranduba";;2;2;100;100;"ALCANÇOU"
"AM";130190;"Itacoatiara";"X";0;0;;;"NÃO ALCANÇOU"
"AM";130195;"Itamarati";"X";0;0;;;"NÃO ALCANÇOU"
"AM";130200;"Itapiranga";"X";0;0;;;"NÃO ALCANÇOU"
"AM";130210;"Japurá";"X";0;0;;;"NÃO ALCANÇOU"
"AM";130220;"Juruá";;1;1;100;100;"ALCANÇOU"
"AM";130230;"Jutaí";;2;4;50;50;"NÃO ALCANÇOU"
"AM";130240;"Lábrea";;1;1;100;100;"ALCANÇOU"
"AM";130250;"Manacapuru";;1;1;100;100;"ALCANÇOU"
"AM";130255;"Manaquiri";"X";0;0;;;"NÃO ALCANÇOU"
"AM";130260;"Manaus";;43;46;93,4782608695652;93,5;"ALCANÇOU"
"AM";130270;"Manicoré";"X";0;0;;;"NÃO ALCANÇOU"
"AM";130280;"Maraã";"X";0;0;;;"NÃO ALCANÇOU"
"AM";130290;"Maués";;1;1;100;100;"ALCANÇOU"
"AM";130300;"Nhamundá";"X";0;0;;;"NÃO ALCANÇOU"
"AM";130310;"Nova Olinda do Norte";;2;2;100;100;"ALCANÇOU"
"AM";130320;"Novo Airão";;1;1;100;100;"ALCANÇOU"
"AM";130330;"Novo Aripuanã";"X";0;0;;;"NÃO ALCANÇOU"
"AM";130340;"Parintins";;2;2;100;100;"ALCANÇOU"
"AM";130350;"Pauini";"X";0;0;;;"NÃO ALCANÇOU"
"AM";130353;"Presidente Figueiredo";;1;1;100;100;"ALCANÇOU"
"AM";130356;"Rio Preto da Eva";"X";0;0;;;"NÃO ALCANÇOU"
"AM";130360;"Santa Isabel do Rio Negro";;1;1;100;100;"ALCANÇOU"
"AM";130370;"Santo Antônio do Içá";"X";0;0;;;"NÃO ALCANÇOU"
"AM";130380;"São Gabriel da Cachoeira";;3;4;75;75;"NÃO ALCANÇOU"
"AM";130390;"São Paulo de Olivença";;2;2;100;100;"ALCANÇOU"
"AM";130395;"São Sebastião do Uatumã";"X";0;0;;;"NÃO ALCANÇOU"
"AM";130400;"Silves";"X";0;0;;;"NÃO ALCANÇOU"
"AM";130406;"Tabatinga";;5;5;100;100;"ALCANÇOU"
"AM";130410;"Tapauá";"X";0;0;;;"NÃO ALCANÇOU"
"AM";130420;"Tefé";;2;3;66,6666666666667;66,7;"NÃO ALCANÇOU"
"AM";130423;"Tonantins";"X";0;0;;;"NÃO ALCANÇOU"
"AM";130426;"Uarini";"X";0;0;;;"NÃO ALCANÇOU"
"AM";130430;"Urucará";;1;1;100;100;"ALCANÇOU"
"AM";130440;"Urucurituba";"X";0;0;;;"NÃO ALCANÇOU"
"RR";140002;"Amajari";;2;2;100;100;"ALCANÇOU"
"RR";140005;"Alto Alegre";"X";0;0;;;"NÃO ALCANÇOU"
"RR";140010;"Boa Vista";;21;24;87,5;87,5;"ALCANÇOU"
"RR";140015;"Bonfim";"X";0;0;;;"NÃO ALCANÇOU"
"RR";140017;"Cantá";;1;1;100;100;"ALCANÇOU"
"RR";140020;"Caracaraí";;1;2;50;50;"NÃO ALCANÇOU"
"RR";140023;"Caroebe";;1;1;100;100;"ALCANÇOU"
"RR";140028;"Iracema";"X";0;0;;;"NÃO ALCANÇOU"
"RR";140030;"Mucajaí";"X";0;0;;;"NÃO ALCANÇOU"
"RR";140040;"Normandia";"X";0;0;;;"NÃO ALCANÇOU"
"RR";140045;"Pacaraima";;1;1;100;100;"ALCANÇOU"
"RR";140047;"Rorainópolis";;1;2;50;50;"NÃO ALCANÇOU"
"RR";140050;"São João da Baliza";"X";0;0;;;"NÃO ALCANÇOU"
"RR";140060;"São Luiz";"X";0;0;;;"NÃO ALCANÇOU"
"RR";140070;"Uiramutã";;2;2;100;100;"ALCANÇOU"
"PA";150010;"Abaetetuba";;6;6;100;100;"ALCANÇOU"
"PA";150013;"Abel Figueiredo";;1;1;100;100;"ALCANÇOU"
"PA";150020;"Acará";;3;3;100;100;"ALCANÇOU"
"PA";150030;"Afuá";;5;8;62,5;62,5;"NÃO ALCANÇOU"
"PA";150034;"Água Azul do Norte";"X";0;0;;;"NÃO ALCANÇOU"
"PA";150040;"Alenquer";"X";0;0;;;"NÃO ALCANÇOU"
"PA";150050;"Almeirim";"X";0;0;;;"NÃO ALCANÇOU"
"PA";150060;"Altamira";;3;3;100;100;"ALCANÇOU"
"PA";150070;"Anajás";;2;2;100;100;"ALCANÇOU"
"PA";150080;"Ananindeua";;10;12;83,3333333333333;83,3;"ALCANÇOU"
"PA";150085;"Anapu";"X";0;0;;;"NÃO ALCANÇOU"
"PA";150090;"Augusto Corrêa";"X";0;0;;;"NÃO ALCANÇOU"
"PA";150095;"Aurora do Pará";"X";0;0;;;"NÃO ALCANÇOU"
"PA";150100;"Aveiro";"X";0;0;;;"NÃO ALCANÇOU"
"PA";150110;"Bagre";;2;3;66,6666666666667;66,7;"NÃO ALCANÇOU"
"PA";150120;"Baião";;1;1;100;100;"ALCANÇOU"
"PA";150125;"Bannach";"X";0;0;;;"NÃO ALCANÇOU"
"PA";150130;"Barcarena";;6;6;100;100;"ALCANÇOU"
"PA";150140;"Belém";;14;15;93,3333333333333;93,3;"ALCANÇOU"
"PA";150145;"Belterra";;1;1;100;100;"ALCANÇOU"
"PA";150150;"Benevides";;1;2;50;50;"NÃO ALCANÇOU"
"PA";150157;"Bom Jesus do Tocantins";;1;1;100;100;"ALCANÇOU"
"PA";150160;"Bonito";"X";0;0;;;"NÃO ALCANÇOU"
"PA";150170;"Bragança";;1;1;100;100;"ALCANÇOU"
"PA";150172;"Brasil Novo";;2;2;100;100;"ALCANÇOU"
"PA";150175;"Brejo Grande do Araguaia";"X";0;0;;;"NÃO ALCANÇOU"
"PA";150178;"Breu Branco";"X";0;0;;;"NÃO ALCANÇOU"
"PA";150180;"Breves";;98;117;83,7606837606838;83,8;"ALCANÇOU"
"PA";150190;"Bujaru";"X";0;0;;;"NÃO ALCANÇOU"
"PA";150195;"Cachoeira do Piriá";"X";0;0;;;"NÃO ALCANÇOU"
"PA";150200;"Cachoeira do Arari";"X";0;0;;;"NÃO ALCANÇOU"
"PA";150210;"Cametá";;20;21;95,2380952380952;95,2;"ALCANÇOU"
"PA";150215;"Canaã dos Carajás";;1;1;100;100;"ALCANÇOU"
"PA";150220;"Capanema";;1;1;100;100;"ALCANÇOU"
"PA";150230;"Capitão Poço";;1;1;100;100;"ALCANÇOU"
"PA";150240;"Castanhal";;5;5;100;100;"ALCANÇOU"
"PA";150250;"Chaves";;1;1;100;100;"ALCANÇOU"
"PA";150260;"Colares";;4;4;100;100;"ALCANÇOU"
"PA";150270;"Conceição do Araguaia";;2;2;100;100;"ALCANÇOU"
"PA";150275;"Concórdia do Pará";"X";0;0;;;"NÃO ALCANÇOU"
"PA";150276;"Cumaru do Norte";"X";0;0;;;"NÃO ALCANÇOU"
"PA";150277;"Curionópolis";"X";0;0;;;"NÃO ALCANÇOU"
"PA";150280;"Curralinho";;0;1;0;0;"NÃO ALCANÇOU"
"PA";150285;"Curuá";"X";0;0;;;"NÃO ALCANÇOU"
"PA";150290;"Curuçá";;0;1;0;0;"NÃO ALCANÇOU"
"PA";150293;"Dom Eliseu";"X";0;0;;;"NÃO ALCANÇOU"
"PA";150295;"Eldorado do Carajás";"X";0;0;;;"NÃO ALCANÇOU"
"PA";150300;"Faro";"X";0;0;;;"NÃO ALCANÇOU"
"PA";150304;"Floresta do Araguaia";;2;2;100;100;"ALCANÇOU"
"PA";150307;"Garrafão do Norte";"X";0;0;;;"NÃO ALCANÇOU"
"PA";150309;"Goianésia do Pará";"X";0;0;;;"NÃO ALCANÇOU"
"PA";150310;"Gurupá";;2;5;40;40;"NÃO ALCANÇOU"
"PA";150320;"Igarapé-Açu";"X";0;0;;;"NÃO ALCANÇOU"
"PA";150330;"Igarapé-Miri";;1;2;50;50;"NÃO ALCANÇOU"
"PA";150340;"Inhangapi";"X";0;0;;;"NÃO ALCANÇOU"
"PA";150345;"Ipixuna do Pará";;1;1;100;100;"ALCANÇOU"
"PA";150350;"Irituia";;1;1;100;100;"ALCANÇOU"
"PA";150360;"Itaituba";;9;9;100;100;"ALCANÇOU"
"PA";150370;"Itupiranga";"X";0;0;;;"NÃO ALCANÇOU"
"PA";150375;"Jacareacanga";"X";0;0;;;"NÃO ALCANÇOU"
"PA";150380;"Jacundá";;0;1;0;0;"NÃO ALCANÇOU"
"PA";150390;"Juruti";;3;3;100;100;"ALCANÇOU"
"PA";150400;"Limoeiro do Ajuru";;1;2;50;50;"NÃO ALCANÇOU"
"PA";150405;"Mãe do Rio";;2;2;100;100;"ALCANÇOU"
"PA";150410;"Magalhães Barata";;2;3;66,6666666666667;66,7;"NÃO ALCANÇOU"
"PA";150420;"Marabá";;2;2;100;100;"ALCANÇOU"
"PA";150430;"Maracanã";"X";0;0;;;"NÃO ALCANÇOU"
"PA";150440;"Marapanim";"X";0;0;;;"NÃO ALCANÇOU"
"PA";150442;"Marituba";;2;3;66,6666666666667;66,7;"NÃO ALCANÇOU"
"PA";150445;"Medicilândia";"X";0;0;;;"NÃO ALCANÇOU"
"PA";150450;"Melgaço";;5;16;31,25;31,2;"NÃO ALCANÇOU"
"PA";150460;"Mocajuba";"X";0;0;;;"NÃO ALCANÇOU"
"PA";150470;"Moju";;2;2;100;100;"ALCANÇOU"
"PA";150475;"Mojuí dos Campos";"X";0;0;;;"NÃO ALCANÇOU"
"PA";150480;"Monte Alegre";"X";0;0;;;"NÃO ALCANÇOU"
"PA";150490;"Muaná";;2;3;66,6666666666667;66,7;"NÃO ALCANÇOU"
"PA";150495;"Nova Esperança do Piriá";"X";0;0;;;"NÃO ALCANÇOU"
"PA";150497;"Nova Ipixuna";"X";0;0;;;"NÃO ALCANÇOU"
"PA";150500;"Nova Timboteua";"X";0;0;;;"NÃO ALCANÇOU"
"PA";150503;"Novo Progresso";;4;4;100;100;"ALCANÇOU"
"PA";150506;"Novo Repartimento";"X";0;0;;;"NÃO ALCANÇOU"
